patch_id,region_id,image_path,mask_path,non_background_ratio,classes_present,split
moscow_city_small_17_79232_40987,moscow_city_small,images/patches_512/moscow_city_small_17_79232_40987.png,masks/patches_512/moscow_city_small_17_79232_40987.png,0.707924,"2,3,4",train
moscow_city_small_17_79229_40971,moscow_city_small,images/patches_512/moscow_city_small_17_79229_40971.png,masks/patches_512/moscow_city_small_17_79229_40971.png,0.715172,"2,3,4",train
moscow_city_small_17_79231_40970,moscow_city_small,images/patches_512/moscow_city_small_17_79231_40970.png,masks/patches_512/moscow_city_small_17_79231_40970.png,0.783417,"2,3,4",train
moscow_city_small_17_79236_40989,moscow_city_small,images/patches_512/moscow_city_small_17_79236_40989.png,masks/patches_512/moscow_city_small_17_79236_40989.png,0.635899,"2,3,4",train
moscow_city_small_17_79228_40995,moscow_city_small,images/patches_512/moscow_city_small_17_79228_40995.png,masks/patches_512/moscow_city_small_17_79228_40995.png,0.579655,"2,3,4",train
moscow_city_small_17_79220_40993,moscow_city_small,images/patches_512/moscow_city_small_17_79220_40993.png,masks/patches_512/moscow_city_small_17_79220_40993.png,0.578587,"1,2,3,4",train
moscow_city_small_17_79225_40973,moscow_city_small,images/patches_512/moscow_city_small_17_79225_40973.png,masks/patches_512/moscow_city_small_17_79225_40973.png,0.801258,"2,3,4",train
moscow_city_small_17_79227_40994,moscow_city_small,images/patches_512/moscow_city_small_17_79227_40994.png,masks/patches_512/moscow_city_small_17_79227_40994.png,0.459202,"2,3,4",train
moscow_city_small_17_79222_40974,moscow_city_small,images/patches_512/moscow_city_small_17_79222_40974.png,masks/patches_512/moscow_city_small_17_79222_40974.png,0.715088,"2,3,4",train
moscow_city_small_17_79239_40977,moscow_city_small,images/patches_512/moscow_city_small_17_79239_40977.png,masks/patches_512/moscow_city_small_17_79239_40977.png,0.526627,"1,3,4",train
moscow_city_small_17_79232_40985,moscow_city_small,images/patches_512/moscow_city_small_17_79232_40985.png,masks/patches_512/moscow_city_small_17_79232_40985.png,0.657696,"2,3,4",train
moscow_city_small_17_79231_40991,moscow_city_small,images/patches_512/moscow_city_small_17_79231_40991.png,masks/patches_512/moscow_city_small_17_79231_40991.png,0.450146,"3,4",train
moscow_city_small_17_79220_40964,moscow_city_small,images/patches_512/moscow_city_small_17_79220_40964.png,masks/patches_512/moscow_city_small_17_79220_40964.png,0.638397,"2,3,4",train
moscow_city_small_17_79223_40980,moscow_city_small,images/patches_512/moscow_city_small_17_79223_40980.png,masks/patches_512/moscow_city_small_17_79223_40980.png,0.678436,"3,4",train
moscow_city_small_17_79232_40967,moscow_city_small,images/patches_512/moscow_city_small_17_79232_40967.png,masks/patches_512/moscow_city_small_17_79232_40967.png,0.838867,"2,3,4",train
moscow_city_small_17_79224_40983,moscow_city_small,images/patches_512/moscow_city_small_17_79224_40983.png,masks/patches_512/moscow_city_small_17_79224_40983.png,0.711121,"2,3,4",train
moscow_city_small_17_79223_40986,moscow_city_small,images/patches_512/moscow_city_small_17_79223_40986.png,masks/patches_512/moscow_city_small_17_79223_40986.png,0.599636,"1,2,3,4",train
moscow_city_small_17_79219_40970,moscow_city_small,images/patches_512/moscow_city_small_17_79219_40970.png,masks/patches_512/moscow_city_small_17_79219_40970.png,0.642113,"2,3,4",train
moscow_city_small_17_79239_40992,moscow_city_small,images/patches_512/moscow_city_small_17_79239_40992.png,masks/patches_512/moscow_city_small_17_79239_40992.png,0.364277,"2,3,4",train
moscow_city_small_17_79238_40968,moscow_city_small,images/patches_512/moscow_city_small_17_79238_40968.png,masks/patches_512/moscow_city_small_17_79238_40968.png,0.810558,"2,3,4",train
moscow_city_small_17_79239_40973,moscow_city_small,images/patches_512/moscow_city_small_17_79239_40973.png,masks/patches_512/moscow_city_small_17_79239_40973.png,0.550362,"2,3,4",train
moscow_city_small_17_79234_40989,moscow_city_small,images/patches_512/moscow_city_small_17_79234_40989.png,masks/patches_512/moscow_city_small_17_79234_40989.png,0.717758,"2,3,4",train
moscow_city_small_17_79220_40992,moscow_city_small,images/patches_512/moscow_city_small_17_79220_40992.png,masks/patches_512/moscow_city_small_17_79220_40992.png,0.635883,"1,2,3,4",train
moscow_city_small_17_79232_40964,moscow_city_small,images/patches_512/moscow_city_small_17_79232_40964.png,masks/patches_512/moscow_city_small_17_79232_40964.png,0.753021,"2,3,4",train
moscow_city_small_17_79222_40979,moscow_city_small,images/patches_512/moscow_city_small_17_79222_40979.png,masks/patches_512/moscow_city_small_17_79222_40979.png,0.62524,"3,4",train
moscow_city_small_17_79233_40995,moscow_city_small,images/patches_512/moscow_city_small_17_79233_40995.png,masks/patches_512/moscow_city_small_17_79233_40995.png,0.484253,"2,3,4",train
moscow_city_small_17_79224_40985,moscow_city_small,images/patches_512/moscow_city_small_17_79224_40985.png,masks/patches_512/moscow_city_small_17_79224_40985.png,0.647945,"1,2,3,4",train
moscow_city_small_17_79227_40983,moscow_city_small,images/patches_512/moscow_city_small_17_79227_40983.png,masks/patches_512/moscow_city_small_17_79227_40983.png,0.855572,"1,2,3,4",train
moscow_city_small_17_79221_40971,moscow_city_small,images/patches_512/moscow_city_small_17_79221_40971.png,masks/patches_512/moscow_city_small_17_79221_40971.png,0.720661,"2,3,4",train
moscow_city_small_17_79235_40982,moscow_city_small,images/patches_512/moscow_city_small_17_79235_40982.png,masks/patches_512/moscow_city_small_17_79235_40982.png,0.73138,"2,3,4",train
moscow_city_small_17_79226_40984,moscow_city_small,images/patches_512/moscow_city_small_17_79226_40984.png,masks/patches_512/moscow_city_small_17_79226_40984.png,0.850498,"1,2,3,4",train
moscow_city_small_17_79227_40965,moscow_city_small,images/patches_512/moscow_city_small_17_79227_40965.png,masks/patches_512/moscow_city_small_17_79227_40965.png,0.790726,"2,3,4",train
moscow_city_small_17_79239_40982,moscow_city_small,images/patches_512/moscow_city_small_17_79239_40982.png,masks/patches_512/moscow_city_small_17_79239_40982.png,0.44693,"2,3,4",train
moscow_city_small_17_79222_40969,moscow_city_small,images/patches_512/moscow_city_small_17_79222_40969.png,masks/patches_512/moscow_city_small_17_79222_40969.png,0.57962,"2,3,4",train
moscow_city_small_17_79226_40978,moscow_city_small,images/patches_512/moscow_city_small_17_79226_40978.png,masks/patches_512/moscow_city_small_17_79226_40978.png,0.695499,"2,3,4",train
moscow_city_small_17_79222_40975,moscow_city_small,images/patches_512/moscow_city_small_17_79222_40975.png,masks/patches_512/moscow_city_small_17_79222_40975.png,0.680935,"2,3,4",train
moscow_city_small_17_79233_40977,moscow_city_small,images/patches_512/moscow_city_small_17_79233_40977.png,masks/patches_512/moscow_city_small_17_79233_40977.png,0.787075,"1,2,3,4",train
moscow_city_small_17_79223_40978,moscow_city_small,images/patches_512/moscow_city_small_17_79223_40978.png,masks/patches_512/moscow_city_small_17_79223_40978.png,0.669495,"2,3,4",train
moscow_city_small_17_79236_40965,moscow_city_small,images/patches_512/moscow_city_small_17_79236_40965.png,masks/patches_512/moscow_city_small_17_79236_40965.png,0.822769,"2,3,4",train
moscow_city_small_17_79219_40992,moscow_city_small,images/patches_512/moscow_city_small_17_79219_40992.png,masks/patches_512/moscow_city_small_17_79219_40992.png,0.508778,"2,3,4",train
moscow_city_small_17_79220_40969,moscow_city_small,images/patches_512/moscow_city_small_17_79220_40969.png,masks/patches_512/moscow_city_small_17_79220_40969.png,0.596737,"2,3,4",train
moscow_city_small_17_79219_40966,moscow_city_small,images/patches_512/moscow_city_small_17_79219_40966.png,masks/patches_512/moscow_city_small_17_79219_40966.png,0.668201,"2,3,4",train
moscow_city_small_17_79239_40986,moscow_city_small,images/patches_512/moscow_city_small_17_79239_40986.png,masks/patches_512/moscow_city_small_17_79239_40986.png,0.490383,"2,3,4",train
moscow_city_small_17_79239_40985,moscow_city_small,images/patches_512/moscow_city_small_17_79239_40985.png,masks/patches_512/moscow_city_small_17_79239_40985.png,0.436646,"2,3,4",train
moscow_city_small_17_79239_40987,moscow_city_small,images/patches_512/moscow_city_small_17_79239_40987.png,masks/patches_512/moscow_city_small_17_79239_40987.png,0.455635,"2,3,4",train
moscow_city_small_17_79228_40976,moscow_city_small,images/patches_512/moscow_city_small_17_79228_40976.png,masks/patches_512/moscow_city_small_17_79228_40976.png,0.702328,"2,3,4",train
moscow_city_small_17_79239_40983,moscow_city_small,images/patches_512/moscow_city_small_17_79239_40983.png,masks/patches_512/moscow_city_small_17_79239_40983.png,0.449543,"2,3,4",train
moscow_city_small_17_79231_40990,moscow_city_small,images/patches_512/moscow_city_small_17_79231_40990.png,masks/patches_512/moscow_city_small_17_79231_40990.png,0.572548,"2,3,4",train
moscow_city_small_17_79225_40967,moscow_city_small,images/patches_512/moscow_city_small_17_79225_40967.png,masks/patches_512/moscow_city_small_17_79225_40967.png,0.671375,"2,3,4",train
moscow_city_small_17_79218_40964,moscow_city_small,images/patches_512/moscow_city_small_17_79218_40964.png,masks/patches_512/moscow_city_small_17_79218_40964.png,0.53376,"2,3,4",train
moscow_city_small_17_79221_40981,moscow_city_small,images/patches_512/moscow_city_small_17_79221_40981.png,masks/patches_512/moscow_city_small_17_79221_40981.png,0.685986,"2,3,4",train
moscow_city_small_17_79235_40972,moscow_city_small,images/patches_512/moscow_city_small_17_79235_40972.png,masks/patches_512/moscow_city_small_17_79235_40972.png,0.795116,"2,3,4",train
moscow_city_small_17_79225_40974,moscow_city_small,images/patches_512/moscow_city_small_17_79225_40974.png,masks/patches_512/moscow_city_small_17_79225_40974.png,0.713039,"2,3,4",train
moscow_city_small_17_79226_40980,moscow_city_small,images/patches_512/moscow_city_small_17_79226_40980.png,masks/patches_512/moscow_city_small_17_79226_40980.png,0.809406,"2,3,4",train
moscow_city_small_17_79227_40977,moscow_city_small,images/patches_512/moscow_city_small_17_79227_40977.png,masks/patches_512/moscow_city_small_17_79227_40977.png,0.721458,"2,3,4",train
moscow_city_small_17_79225_40966,moscow_city_small,images/patches_512/moscow_city_small_17_79225_40966.png,masks/patches_512/moscow_city_small_17_79225_40966.png,0.689999,"2,3,4",train
moscow_city_small_17_79236_40968,moscow_city_small,images/patches_512/moscow_city_small_17_79236_40968.png,masks/patches_512/moscow_city_small_17_79236_40968.png,0.783897,"2,3,4",train
moscow_city_small_17_79232_40988,moscow_city_small,images/patches_512/moscow_city_small_17_79232_40988.png,masks/patches_512/moscow_city_small_17_79232_40988.png,0.7183,"2,3,4",train
moscow_city_small_17_79236_40995,moscow_city_small,images/patches_512/moscow_city_small_17_79236_40995.png,masks/patches_512/moscow_city_small_17_79236_40995.png,0.65535,"2,3,4",train
moscow_city_small_17_79229_40968,moscow_city_small,images/patches_512/moscow_city_small_17_79229_40968.png,masks/patches_512/moscow_city_small_17_79229_40968.png,0.759594,"2,3,4",train
moscow_city_small_17_79230_40985,moscow_city_small,images/patches_512/moscow_city_small_17_79230_40985.png,masks/patches_512/moscow_city_small_17_79230_40985.png,0.70089,"2,3,4",train
moscow_city_small_17_79235_40984,moscow_city_small,images/patches_512/moscow_city_small_17_79235_40984.png,masks/patches_512/moscow_city_small_17_79235_40984.png,0.676907,"2,3,4",train
moscow_city_small_17_79229_40965,moscow_city_small,images/patches_512/moscow_city_small_17_79229_40965.png,masks/patches_512/moscow_city_small_17_79229_40965.png,0.844696,"2,3,4",train
moscow_city_small_17_79227_40967,moscow_city_small,images/patches_512/moscow_city_small_17_79227_40967.png,masks/patches_512/moscow_city_small_17_79227_40967.png,0.803864,"2,3,4",train
moscow_city_small_17_79221_40983,moscow_city_small,images/patches_512/moscow_city_small_17_79221_40983.png,masks/patches_512/moscow_city_small_17_79221_40983.png,0.656918,"2,3,4",train
moscow_city_small_17_79219_40967,moscow_city_small,images/patches_512/moscow_city_small_17_79219_40967.png,masks/patches_512/moscow_city_small_17_79219_40967.png,0.625881,"2,3,4",train
moscow_city_small_17_79225_40986,moscow_city_small,images/patches_512/moscow_city_small_17_79225_40986.png,masks/patches_512/moscow_city_small_17_79225_40986.png,0.867619,"1,2,3,4",train
moscow_city_small_17_79239_40970,moscow_city_small,images/patches_512/moscow_city_small_17_79239_40970.png,masks/patches_512/moscow_city_small_17_79239_40970.png,0.593964,"2,3,4",train
moscow_city_small_17_79238_40964,moscow_city_small,images/patches_512/moscow_city_small_17_79238_40964.png,masks/patches_512/moscow_city_small_17_79238_40964.png,0.697495,"2,3,4",train
moscow_city_small_17_79219_40971,moscow_city_small,images/patches_512/moscow_city_small_17_79219_40971.png,masks/patches_512/moscow_city_small_17_79219_40971.png,0.663754,"2,3,4",train
moscow_city_small_17_79237_40972,moscow_city_small,images/patches_512/moscow_city_small_17_79237_40972.png,masks/patches_512/moscow_city_small_17_79237_40972.png,0.827503,"2,3,4",train
moscow_city_small_17_79226_40993,moscow_city_small,images/patches_512/moscow_city_small_17_79226_40993.png,masks/patches_512/moscow_city_small_17_79226_40993.png,0.562256,"2,3,4",train
moscow_city_small_17_79220_40986,moscow_city_small,images/patches_512/moscow_city_small_17_79220_40986.png,masks/patches_512/moscow_city_small_17_79220_40986.png,0.741772,"2,3,4",train
moscow_city_small_17_79235_40980,moscow_city_small,images/patches_512/moscow_city_small_17_79235_40980.png,masks/patches_512/moscow_city_small_17_79235_40980.png,0.729015,"2,3,4",train
moscow_city_small_17_79220_40984,moscow_city_small,images/patches_512/moscow_city_small_17_79220_40984.png,masks/patches_512/moscow_city_small_17_79220_40984.png,0.607758,"2,3,4",train
moscow_city_small_17_79229_40964,moscow_city_small,images/patches_512/moscow_city_small_17_79229_40964.png,masks/patches_512/moscow_city_small_17_79229_40964.png,0.837708,"2,3,4",train
moscow_city_small_17_79237_40984,moscow_city_small,images/patches_512/moscow_city_small_17_79237_40984.png,masks/patches_512/moscow_city_small_17_79237_40984.png,0.661011,"2,3,4",train
moscow_city_small_17_79227_40980,moscow_city_small,images/patches_512/moscow_city_small_17_79227_40980.png,masks/patches_512/moscow_city_small_17_79227_40980.png,0.860676,"1,2,3,4",train
moscow_city_small_17_79222_40971,moscow_city_small,images/patches_512/moscow_city_small_17_79222_40971.png,masks/patches_512/moscow_city_small_17_79222_40971.png,0.674385,"2,3,4",train
moscow_city_small_17_79227_40974,moscow_city_small,images/patches_512/moscow_city_small_17_79227_40974.png,masks/patches_512/moscow_city_small_17_79227_40974.png,0.730328,"2,3,4",train
moscow_city_small_17_79236_40992,moscow_city_small,images/patches_512/moscow_city_small_17_79236_40992.png,masks/patches_512/moscow_city_small_17_79236_40992.png,0.593468,"2,3,4",train
moscow_city_small_17_79232_40979,moscow_city_small,images/patches_512/moscow_city_small_17_79232_40979.png,masks/patches_512/moscow_city_small_17_79232_40979.png,0.615112,"2,3,4",train
moscow_city_small_17_79238_40994,moscow_city_small,images/patches_512/moscow_city_small_17_79238_40994.png,masks/patches_512/moscow_city_small_17_79238_40994.png,0.68779,"2,3,4",train
moscow_city_small_17_79232_40972,moscow_city_small,images/patches_512/moscow_city_small_17_79232_40972.png,masks/patches_512/moscow_city_small_17_79232_40972.png,0.778595,"2,3,4",train
moscow_city_small_17_79233_40969,moscow_city_small,images/patches_512/moscow_city_small_17_79233_40969.png,masks/patches_512/moscow_city_small_17_79233_40969.png,0.817368,"2,3,4",train
moscow_city_small_17_79239_40968,moscow_city_small,images/patches_512/moscow_city_small_17_79239_40968.png,masks/patches_512/moscow_city_small_17_79239_40968.png,0.675632,"2,3,4",train
moscow_city_small_17_79238_40974,moscow_city_small,images/patches_512/moscow_city_small_17_79238_40974.png,masks/patches_512/moscow_city_small_17_79238_40974.png,0.680294,"2,3,4",train
moscow_city_small_17_79222_40990,moscow_city_small,images/patches_512/moscow_city_small_17_79222_40990.png,masks/patches_512/moscow_city_small_17_79222_40990.png,0.766705,"1,2,3,4",train
moscow_city_small_17_79225_40995,moscow_city_small,images/patches_512/moscow_city_small_17_79225_40995.png,masks/patches_512/moscow_city_small_17_79225_40995.png,0.654739,"2,3,4",train
moscow_city_small_17_79238_40984,moscow_city_small,images/patches_512/moscow_city_small_17_79238_40984.png,masks/patches_512/moscow_city_small_17_79238_40984.png,0.606812,"2,3,4",train
moscow_city_small_17_79235_40967,moscow_city_small,images/patches_512/moscow_city_small_17_79235_40967.png,masks/patches_512/moscow_city_small_17_79235_40967.png,0.731369,"3,4",train
moscow_city_small_17_79220_40972,moscow_city_small,images/patches_512/moscow_city_small_17_79220_40972.png,masks/patches_512/moscow_city_small_17_79220_40972.png,0.673386,"2,3,4",train
moscow_city_small_17_79226_40966,moscow_city_small,images/patches_512/moscow_city_small_17_79226_40966.png,masks/patches_512/moscow_city_small_17_79226_40966.png,0.742863,"2,3,4",train
moscow_city_small_17_79231_40987,moscow_city_small,images/patches_512/moscow_city_small_17_79231_40987.png,masks/patches_512/moscow_city_small_17_79231_40987.png,0.655163,"2,3,4",train
moscow_city_small_17_79236_40966,moscow_city_small,images/patches_512/moscow_city_small_17_79236_40966.png,masks/patches_512/moscow_city_small_17_79236_40966.png,0.785034,"2,3,4",train
moscow_city_small_17_79229_40981,moscow_city_small,images/patches_512/moscow_city_small_17_79229_40981.png,masks/patches_512/moscow_city_small_17_79229_40981.png,0.602467,"1,2,3,4",train
moscow_city_small_17_79228_40981,moscow_city_small,images/patches_512/moscow_city_small_17_79228_40981.png,masks/patches_512/moscow_city_small_17_79228_40981.png,0.768646,"1,2,3,4",train
moscow_city_small_17_79229_40990,moscow_city_small,images/patches_512/moscow_city_small_17_79229_40990.png,masks/patches_512/moscow_city_small_17_79229_40990.png,0.5839,"2,3,4",train
moscow_city_small_17_79221_40968,moscow_city_small,images/patches_512/moscow_city_small_17_79221_40968.png,masks/patches_512/moscow_city_small_17_79221_40968.png,0.663013,"2,3,4",train
moscow_city_small_17_79236_40967,moscow_city_small,images/patches_512/moscow_city_small_17_79236_40967.png,masks/patches_512/moscow_city_small_17_79236_40967.png,0.765743,"3,4",train
moscow_city_small_17_79235_40993,moscow_city_small,images/patches_512/moscow_city_small_17_79235_40993.png,masks/patches_512/moscow_city_small_17_79235_40993.png,0.558186,"2,3,4",train
moscow_city_small_17_79221_40972,moscow_city_small,images/patches_512/moscow_city_small_17_79221_40972.png,masks/patches_512/moscow_city_small_17_79221_40972.png,0.702942,"2,3,4",train
moscow_city_small_17_79225_40970,moscow_city_small,images/patches_512/moscow_city_small_17_79225_40970.png,masks/patches_512/moscow_city_small_17_79225_40970.png,0.807518,"2,3,4",train
moscow_city_small_17_79236_40973,moscow_city_small,images/patches_512/moscow_city_small_17_79236_40973.png,masks/patches_512/moscow_city_small_17_79236_40973.png,0.790844,"2,3,4",train
moscow_city_small_17_79218_40968,moscow_city_small,images/patches_512/moscow_city_small_17_79218_40968.png,masks/patches_512/moscow_city_small_17_79218_40968.png,0.473549,"2,3,4",train
moscow_city_small_17_79235_40991,moscow_city_small,images/patches_512/moscow_city_small_17_79235_40991.png,masks/patches_512/moscow_city_small_17_79235_40991.png,0.621632,"2,3,4",train
moscow_city_small_17_79223_40985,moscow_city_small,images/patches_512/moscow_city_small_17_79223_40985.png,masks/patches_512/moscow_city_small_17_79223_40985.png,0.594086,"2,3,4",train
moscow_city_small_17_79239_40990,moscow_city_small,images/patches_512/moscow_city_small_17_79239_40990.png,masks/patches_512/moscow_city_small_17_79239_40990.png,0.452286,"2,3,4",train
moscow_city_small_17_79230_40984,moscow_city_small,images/patches_512/moscow_city_small_17_79230_40984.png,masks/patches_512/moscow_city_small_17_79230_40984.png,0.735775,"2,3,4",train
moscow_city_small_17_79218_40974,moscow_city_small,images/patches_512/moscow_city_small_17_79218_40974.png,masks/patches_512/moscow_city_small_17_79218_40974.png,0.497887,"2,3,4",train
moscow_city_small_17_79228_40988,moscow_city_small,images/patches_512/moscow_city_small_17_79228_40988.png,masks/patches_512/moscow_city_small_17_79228_40988.png,0.584915,"2,3,4",train
moscow_city_small_17_79228_40980,moscow_city_small,images/patches_512/moscow_city_small_17_79228_40980.png,masks/patches_512/moscow_city_small_17_79228_40980.png,0.805355,"1,2,3,4",train
moscow_city_small_17_79229_40970,moscow_city_small,images/patches_512/moscow_city_small_17_79229_40970.png,masks/patches_512/moscow_city_small_17_79229_40970.png,0.702042,"2,3,4",train
moscow_city_small_17_79234_40991,moscow_city_small,images/patches_512/moscow_city_small_17_79234_40991.png,masks/patches_512/moscow_city_small_17_79234_40991.png,0.581932,"2,3,4",train
moscow_city_small_17_79229_40978,moscow_city_small,images/patches_512/moscow_city_small_17_79229_40978.png,masks/patches_512/moscow_city_small_17_79229_40978.png,0.774216,"1,2,3,4",train
moscow_city_small_17_79238_40969,moscow_city_small,images/patches_512/moscow_city_small_17_79238_40969.png,masks/patches_512/moscow_city_small_17_79238_40969.png,0.775761,"2,3,4",train
moscow_city_small_17_79230_40995,moscow_city_small,images/patches_512/moscow_city_small_17_79230_40995.png,masks/patches_512/moscow_city_small_17_79230_40995.png,0.56015,"2,3,4",train
moscow_city_small_17_79229_40966,moscow_city_small,images/patches_512/moscow_city_small_17_79229_40966.png,masks/patches_512/moscow_city_small_17_79229_40966.png,0.812019,"2,3,4",train
moscow_city_small_17_79232_40983,moscow_city_small,images/patches_512/moscow_city_small_17_79232_40983.png,masks/patches_512/moscow_city_small_17_79232_40983.png,0.673286,"2,3,4",train
moscow_city_small_17_79236_40986,moscow_city_small,images/patches_512/moscow_city_small_17_79236_40986.png,masks/patches_512/moscow_city_small_17_79236_40986.png,0.598015,"3,4",train
moscow_city_small_17_79237_40975,moscow_city_small,images/patches_512/moscow_city_small_17_79237_40975.png,masks/patches_512/moscow_city_small_17_79237_40975.png,0.697071,"2,3,4",train
moscow_city_small_17_79218_40975,moscow_city_small,images/patches_512/moscow_city_small_17_79218_40975.png,masks/patches_512/moscow_city_small_17_79218_40975.png,0.532425,"2,3,4",train
moscow_city_small_17_79228_40979,moscow_city_small,images/patches_512/moscow_city_small_17_79228_40979.png,masks/patches_512/moscow_city_small_17_79228_40979.png,0.814461,"1,2,3,4",train
moscow_city_small_17_79235_40989,moscow_city_small,images/patches_512/moscow_city_small_17_79235_40989.png,masks/patches_512/moscow_city_small_17_79235_40989.png,0.687027,"2,3,4",train
moscow_city_small_17_79219_40988,moscow_city_small,images/patches_512/moscow_city_small_17_79219_40988.png,masks/patches_512/moscow_city_small_17_79219_40988.png,0.55592,"2,3,4",train
moscow_city_small_17_79234_40980,moscow_city_small,images/patches_512/moscow_city_small_17_79234_40980.png,masks/patches_512/moscow_city_small_17_79234_40980.png,0.73875,"2,3,4",train
moscow_city_small_17_79233_40982,moscow_city_small,images/patches_512/moscow_city_small_17_79233_40982.png,masks/patches_512/moscow_city_small_17_79233_40982.png,0.709648,"2,3,4",train
moscow_city_small_17_79227_40976,moscow_city_small,images/patches_512/moscow_city_small_17_79227_40976.png,masks/patches_512/moscow_city_small_17_79227_40976.png,0.733536,"2,3,4",train
moscow_city_small_17_79231_40971,moscow_city_small,images/patches_512/moscow_city_small_17_79231_40971.png,masks/patches_512/moscow_city_small_17_79231_40971.png,0.751858,"2,3,4",train
moscow_city_small_17_79229_40974,moscow_city_small,images/patches_512/moscow_city_small_17_79229_40974.png,masks/patches_512/moscow_city_small_17_79229_40974.png,0.80769,"2,3,4",train
moscow_city_small_17_79220_40988,moscow_city_small,images/patches_512/moscow_city_small_17_79220_40988.png,masks/patches_512/moscow_city_small_17_79220_40988.png,0.659252,"2,3,4",train
moscow_city_small_17_79231_40989,moscow_city_small,images/patches_512/moscow_city_small_17_79231_40989.png,masks/patches_512/moscow_city_small_17_79231_40989.png,0.675152,"2,3,4",train
moscow_city_small_17_79238_40980,moscow_city_small,images/patches_512/moscow_city_small_17_79238_40980.png,masks/patches_512/moscow_city_small_17_79238_40980.png,0.58276,"2,3,4",train
moscow_city_small_17_79237_40995,moscow_city_small,images/patches_512/moscow_city_small_17_79237_40995.png,masks/patches_512/moscow_city_small_17_79237_40995.png,0.613609,"2,3,4",train
moscow_city_small_17_79235_40990,moscow_city_small,images/patches_512/moscow_city_small_17_79235_40990.png,masks/patches_512/moscow_city_small_17_79235_40990.png,0.664623,"2,3,4",train
moscow_city_small_17_79223_40977,moscow_city_small,images/patches_512/moscow_city_small_17_79223_40977.png,masks/patches_512/moscow_city_small_17_79223_40977.png,0.655556,"2,3,4",train
moscow_city_small_17_79221_40973,moscow_city_small,images/patches_512/moscow_city_small_17_79221_40973.png,masks/patches_512/moscow_city_small_17_79221_40973.png,0.703087,"2,3,4",train
moscow_city_small_17_79220_40977,moscow_city_small,images/patches_512/moscow_city_small_17_79220_40977.png,masks/patches_512/moscow_city_small_17_79220_40977.png,0.719254,"2,3,4",train
moscow_city_small_17_79233_40981,moscow_city_small,images/patches_512/moscow_city_small_17_79233_40981.png,masks/patches_512/moscow_city_small_17_79233_40981.png,0.753353,"2,3,4",train
moscow_city_small_17_79230_40993,moscow_city_small,images/patches_512/moscow_city_small_17_79230_40993.png,masks/patches_512/moscow_city_small_17_79230_40993.png,0.543106,"2,3,4",train
moscow_city_small_17_79220_40989,moscow_city_small,images/patches_512/moscow_city_small_17_79220_40989.png,masks/patches_512/moscow_city_small_17_79220_40989.png,0.610443,"2,3,4",train
moscow_city_small_17_79233_40973,moscow_city_small,images/patches_512/moscow_city_small_17_79233_40973.png,masks/patches_512/moscow_city_small_17_79233_40973.png,0.782246,"2,3,4",train
moscow_city_small_17_79227_40984,moscow_city_small,images/patches_512/moscow_city_small_17_79227_40984.png,masks/patches_512/moscow_city_small_17_79227_40984.png,0.906879,"1,2,3,4",train
moscow_city_small_17_79226_40964,moscow_city_small,images/patches_512/moscow_city_small_17_79226_40964.png,masks/patches_512/moscow_city_small_17_79226_40964.png,0.737885,"2,3,4",train
moscow_city_small_17_79220_40966,moscow_city_small,images/patches_512/moscow_city_small_17_79220_40966.png,masks/patches_512/moscow_city_small_17_79220_40966.png,0.596882,"2,3,4",train
moscow_city_small_17_79223_40983,moscow_city_small,images/patches_512/moscow_city_small_17_79223_40983.png,masks/patches_512/moscow_city_small_17_79223_40983.png,0.752167,"2,3,4",train
moscow_city_small_17_79222_40984,moscow_city_small,images/patches_512/moscow_city_small_17_79222_40984.png,masks/patches_512/moscow_city_small_17_79222_40984.png,0.630413,"2,3,4",train
moscow_city_small_17_79233_40992,moscow_city_small,images/patches_512/moscow_city_small_17_79233_40992.png,masks/patches_512/moscow_city_small_17_79233_40992.png,0.529636,"2,3,4",train
moscow_city_small_17_79229_40983,moscow_city_small,images/patches_512/moscow_city_small_17_79229_40983.png,masks/patches_512/moscow_city_small_17_79229_40983.png,0.649975,"1,2,3,4",train
moscow_city_small_17_79223_40987,moscow_city_small,images/patches_512/moscow_city_small_17_79223_40987.png,masks/patches_512/moscow_city_small_17_79223_40987.png,0.717457,"1,2,3,4",train
moscow_city_small_17_79237_40985,moscow_city_small,images/patches_512/moscow_city_small_17_79237_40985.png,masks/patches_512/moscow_city_small_17_79237_40985.png,0.688133,"2,3,4",train
moscow_city_small_17_79227_40979,moscow_city_small,images/patches_512/moscow_city_small_17_79227_40979.png,masks/patches_512/moscow_city_small_17_79227_40979.png,0.789051,"1,2,3,4",train
moscow_city_small_17_79233_40993,moscow_city_small,images/patches_512/moscow_city_small_17_79233_40993.png,masks/patches_512/moscow_city_small_17_79233_40993.png,0.544003,"2,3,4",train
moscow_city_small_17_79226_40965,moscow_city_small,images/patches_512/moscow_city_small_17_79226_40965.png,masks/patches_512/moscow_city_small_17_79226_40965.png,0.776215,"2,3,4",train
moscow_city_small_17_79233_40987,moscow_city_small,images/patches_512/moscow_city_small_17_79233_40987.png,masks/patches_512/moscow_city_small_17_79233_40987.png,0.719334,"2,3,4",train
moscow_city_small_17_79234_40988,moscow_city_small,images/patches_512/moscow_city_small_17_79234_40988.png,masks/patches_512/moscow_city_small_17_79234_40988.png,0.741528,"2,3,4",train
